01.12.05;;82;74;69
02.12.05;;81.5;74;69.2857142857143
03.12.05;;81;73.1428571428571;69.5714285714286
04.12.05;;80.5;72.2857142857143;69.8571428571429
05.12.05;;80;71.4285714285714;70.1428571428571
06.12.05;;80.5714285714286;70.5714285714286;70.4285714285714
07.12.05;;81.1428571428571;69.7142857142857;70.7142857142857
08.12.05;;81.7142857142857;68.8571428571429;71
09.12.05;;82.2857142857143;68;71
10.12.05;;82.8571428571429;67.875;71
11.12.05;;83.4285714285714;67.75;71
12.12.05;;84;67.625;71
13.12.05;;84.1666666666667;67.5;71
14.12.05;;84.3333333333333;67.375;71
15.12.05;;84.5;67.25;71
16.12.05;;84.6666666666667;67.125;71
17.12.05;;84.8333333333333;67;71
18.12.05;;85;67.2727272727273;71
19.12.05;;86.2857142857143;67.5454545454546;71
20.12.05;;87.5714285714286;67.8181818181818;71
21.12.05;;88.8571428571429;68.0909090909091;71
22.12.05;;90.1428571428572;68.3636363636364;71
23.12.05;;91.4285714285714;68.6363636363636;71
24.12.05;;92.7142857142857;68.9090909090909;71
25.12.05;;94;69.1818181818182;71
26.12.05;;93.5333333333334;69.4545454545455;71
27.12.05;;93.0666666666667;69.7272727272727;71
28.12.05;;92.6;70;71.1724137931034
29.12.05;;92.1333333333334;71.1764705882353;71.3448275862069
30.12.05;;91.6666666666667;72.3529411764706;71.5172413793104
31.12.05;;91.2;73.5294117647059;71.6896551724138
01.01.06;;90.7333333333334;74.7058823529412;71.8620689655172
02.01.06;;90.2666666666667;75.8823529411765;72.0344827586207
03.01.06;;89.8;77.0588235294117;72.2068965517241
04.01.06;;89.3333333333333;78.235294117647;72.3793103448276
05.01.06;;88.8666666666667;79.4117647058823;72.551724137931
06.01.06;;88.4;80.5882352941176;72.7241379310345
07.01.06;;87.9333333333333;81.7647058823529;72.8965517241379
08.01.06;;87.4666666666667;82.9411764705882;73.0689655172414
09.01.06;;87;84.1176470588235;73.2413793103448
10.01.06;;87.8333333333333;85.2941176470588;73.4137931034483
11.01.06;;88.6666666666667;86.4705882352941;73.5862068965517
12.01.06;;89.5;87.6470588235294;73.7586206896552
13.01.06;;90.3333333333333;88.8235294117646;73.9310344827586
14.01.06;;91.1666666666667;89.9999999999999;74.1034482758621
15.01.06;;92;90.0714285714285;74.2758620689655
16.01.06;;92.5714285714286;90.1428571428571;74.448275862069
17.01.06;;93.1428571428571;90.2142857142857;74.6206896551724
18.01.06;;93.7142857142857;90.2857142857142;74.7931034482759
19.01.06;;94.2857142857143;90.3571428571428;74.9655172413793
20.01.06;;94.8571428571429;90.4285714285714;75.1379310344828
21.01.06;;95.4285714285714;90.5;75.3103448275862
22.01.06;;96;90.5714285714285;75.4827586206897
23.01.06;;95.5;90.6428571428571;75.6551724137931
24.01.06;;95;90.7142857142857;75.8275862068965
25.01.06;;94.5;90.7857142857143;76
26.01.06;;94;90.8571428571429;75.3181818181818
27.01.06;;93.5;90.9285714285714;74.6363636363636
28.01.06;;93;91;73.9545454545454
29.01.06;;92.5;90.7142857142857;73.2727272727273
30.01.06;;92;90.4285714285714;72.5909090909091
31.01.06;;92;90.1428571428571;71.9090909090909
01.02.06;;92;89.8571428571429;71.2272727272727
02.02.06;;92;89.5714285714286;70.5454545454545
03.02.06;;92;89.2857142857143;69.8636363636364
04.02.06;;92;89;69.1818181818182
05.02.06;;92;88.9166666666667;68.5
06.02.06;;92;88.8333333333333;67.8181818181818
07.02.06;;92.3333333333333;88.75;67.1363636363636
08.02.06;;92.6666666666667;88.6666666666667;66.4545454545455
09.02.06;;93;88.5833333333333;65.7727272727273
10.02.06;;93.3333333333333;88.5;65.0909090909091
11.02.06;;93.6666666666667;88.4166666666667;64.4090909090909
12.02.06;;94;88.3333333333333;63.7272727272727
13.02.06;;93.7142857142857;88.25;63.0454545454546
14.02.06;;93.4285714285714;88.1666666666667;62.3636363636364
15.02.06;;93.1428571428571;88.0833333333333;61.6818181818182
16.02.06;;92.8571428571429;88;61
17.02.06;;92.5714285714286;88.0810810810811;61.6428571428571
18.02.06;;92.2857142857143;88.1621621621622;62.2857142857143
19.02.06;;92;88.2432432432432;62.9285714285714
20.02.06;;91.125;88.3243243243243;63.5714285714286
21.02.06;;90.25;88.4054054054054;64.2142857142857
22.02.06;;89.375;88.4864864864865;64.8571428571429
23.02.06;;88.5;88.5675675675676;65.5
24.02.06;;87.625;88.6486486486487;66.1428571428571
25.02.06;;86.75;88.7297297297297;66.7857142857143
26.02.06;;85.875;88.8108108108108;67.4285714285714
27.02.06;;85;88.8918918918919;68.0714285714286
28.02.06;;85.5833333333333;88.972972972973;68.7142857142857
01.03.06;;86.1666666666667;89.0540540540541;69.3571428571429
02.03.06;;86.75;89.1351351351351;70
03.03.06;;87.3333333333333;89.2162162162162;69.625
04.03.06;;87.9166666666667;89.2972972972973;69.25
05.03.06;;88.5;89.3783783783784;68.875
06.03.06;;89.0833333333333;89.4594594594595;68.5
07.03.06;;89.6666666666667;89.5405405405406;68.125
08.03.06;;90.25;89.6216216216216;67.75
09.03.06;;90.8333333333333;89.7027027027027;67.375
10.03.06;;91.4166666666667;89.7837837837838;67
11.03.06;;92;89.8648648648649;67.6153846153846
12.03.06;;88.5714285714286;89.945945945946;68.2307692307692
13.03.06;;85.1428571428571;90.027027027027;68.8461538461538
14.03.06;;81.7142857142857;90.1081081081081;69.4615384615385
15.03.06;;78.2857142857143;90.1891891891892;70.0769230769231
16.03.06;;74.8571428571429;90.2702702702703;70.6923076923077
17.03.06;;71.4285714285714;90.3513513513514;71.3076923076923
