01.12.05;148.285714285714;;;140;147;180;176;176;170;111;194;160;185;153;104;
02.12.05;149.857142857143;;;139.166666666667;145.833333333333;181.333333333333;176.5;176.375;169;110;194.166666666667;161.5;184.6;155;104.75;
03.12.05;151.428571428571;148;178;138.333333333333;144.666666666667;182.666666666667;177;176.75;169.380952380952;110.333333333333;194.333333333333;163;184.2;151;105.5;
04.12.05;153;148.5;177;137.5;143.5;184;177.5;177.125;169.761904761905;110.666666666667;194.5;164.5;183.8;147;106.25;
05.12.05;152.5;149;176;136.666666666667;142.333333333333;185.333333333333;178;177.5;170.142857142857;111;194.666666666667;166;183.4;143;107;
06.12.05;152;149.5;175;135.833333333333;141.166666666667;186.666666666667;178;177.875;170.52380952381;111.333333333333;194.833333333333;165.857142857143;183;139;107.75;
07.12.05;151.5;150;174;135;140;188;178;178.25;170.904761904762;111.666666666667;195;165.714285714286;186;135;108.5;
08.12.05;151;150.5;173;;140.933333333333;189.333333333333;178;178.625;171.285714285714;112;195.6;165.571428571429;189;131;109.25;
09.12.05;150.5;151;172;;141.866666666667;190.666666666667;178;179;171.666666666667;112.333333333333;196.2;165.428571428571;192;127;110;
10.12.05;150;151.5;171.6;;142.8;192;178;179.375;172.047619047619;112.666666666667;196.8;165.285714285714;195;123;108.166666666667;
11.12.05;150;152;171.2;;143.733333333333;193.333333333333;178;179.75;172.428571428571;113;197.4;165.142857142857;198;122.4;106.333333333333;
12.12.05;150;152.5;170.8;;144.666666666667;194.666666666667;178;180.125;172.809523809524;113.333333333333;198;165;201;121.8;104.5;
13.12.05;150;153;170.4;;145.6;196;178;180.5;173.190476190476;113.666666666667;198.6;164.857142857143;199.333333333333;121.2;102.666666666667;
14.12.05;150;153.5;170;;146.533333333333;195.1875;178;180.875;173.571428571429;114;199.2;164.714285714286;197.666666666667;120.6;100.833333333333;
15.12.05;150;154;166.5;;147.466666666667;194.375;178;181.25;173.952380952381;114.107142857143;199.8;164.571428571429;196;120;99;
16.12.05;150;153.8;163;;148.4;193.5625;178;181.625;174.333333333333;114.214285714286;200.4;164.428571428571;194.333333333333;121.384615384615;98.3846153846154;
17.12.05;150;153.6;162.137931034483;;149.333333333333;192.75;178;182;174.714285714286;114.321428571429;201;164.285714285714;192.666666666667;122.769230769231;97.7692307692308;
18.12.05;149.857142857143;153.4;161.275862068966;;150.266666666667;191.9375;178;182.074074074074;175.095238095238;114.428571428571;201.6;164.142857142857;191;124.153846153846;97.1538461538462;
19.12.05;149.714285714286;153.2;160.413793103448;;151.2;191.125;178;182.148148148148;175.47619047619;114.535714285714;202.2;164;196.142857142857;125.538461538462;96.5384615384616;
20.12.05;149.571428571429;153;159.551724137931;;152.133333333333;190.3125;178;182.222222222222;175.857142857143;114.642857142857;202.8;161.625;201.285714285714;126.923076923077;95.9230769230769;
21.12.05;149.428571428571;152.8;158.689655172414;;153.066666666667;189.5;178;182.296296296296;176.238095238095;114.75;203.4;159.25;206.428571428571;128.307692307692;95.3076923076923;
22.12.05;149.285714285714;152.6;157.827586206897;;154;188.6875;178;182.37037037037;176.619047619048;114.857142857143;204;156.875;211.571428571429;129.692307692308;94.6923076923077;
23.12.05;149.142857142857;152.4;156.965517241379;;154.346153846154;187.875;178;182.444444444444;177;114.964285714286;202.222222222222;154.5;216.714285714286;131.076923076923;94.0769230769231;
24.12.05;149;152.2;156.103448275862;;154.692307692308;187.0625;178;182.518518518519;177.571428571429;115.071428571429;200.444444444444;152.125;221.857142857143;132.461538461538;93.4615384615385;
25.12.05;149.6;152;155.241379310345;;155.038461538462;186.25;178;182.592592592593;178.142857142857;115.178571428571;198.666666666667;149.75;227;133.846153846154;92.8461538461539;
26.12.05;150.2;153.8;154.379310344828;;155.384615384615;185.4375;178;182.666666666667;178.714285714286;115.285714285714;196.888888888889;147.375;225.333333333333;135.230769230769;92.2307692307692;
27.12.05;150.8;155.6;153.51724137931;;155.730769230769;184.625;178.857142857143;182.740740740741;179.285714285714;115.392857142857;195.111111111111;145;223.666666666667;136.615384615385;91.6153846153846;
28.12.05;151.4;157.4;152.655172413793;;156.076923076923;183.8125;179.714285714286;182.814814814815;179.857142857143;115.5;193.333333333333;146.714285714286;222;138;91;
29.12.05;152;159.2;151.793103448276;;156.423076923077;183;180.571428571429;182.888888888889;180.428571428571;115.607142857143;191.555555555556;148.428571428571;220.333333333333;136.555555555556;92.2;
30.12.05;153.076923076923;161;150.931034482759;;156.769230769231;183.230769230769;181.428571428571;182.962962962963;181;115.714285714286;189.777777777778;150.142857142857;218.666666666667;135.111111111111;93.4;
31.12.05;154.153846153846;160.833333333333;150.068965517241;;157.115384615385;183.461538461538;182.285714285714;183.037037037037;181.571428571429;115.821428571429;188;151.857142857143;217;133.666666666667;94.6;
01.01.06;155.230769230769;160.666666666667;149.206896551724;;157.461538461538;183.692307692308;183.142857142857;183.111111111111;182.142857142857;115.928571428571;186.222222222222;153.571428571429;215.333333333333;132.222222222222;95.8;
02.01.06;156.307692307692;160.5;148.344827586207;;157.807692307692;183.923076923077;184;183.185185185185;182.714285714286;116.035714285714;184.444444444444;155.285714285714;213.666666666667;130.777777777778;97;
03.01.06;157.384615384615;160.333333333333;147.48275862069;;158.153846153846;184.153846153846;184.857142857143;183.259259259259;183.285714285714;116.142857142857;182.666666666667;157;212;129.333333333333;98.2;
04.01.06;158.461538461538;160.166666666667;146.620689655172;;158.5;184.384615384615;185.714285714286;183.333333333333;183.857142857143;116.25;180.888888888889;158.714285714286;210.333333333333;127.888888888889;99.4;
