01.12.05;158.428571428571;;;;149;142;129;150;133;114;115;124;115;57;75
02.12.05;157.285714285714;;;;148.75;144.25;128.583333333333;150.5;136;114;112.307692307692;124;103.5;56;74.6
03.12.05;156.142857142857;137;;;148.5;146.5;128.166666666667;151;135.076923076923;113.631578947368;109.615384615385;124;92;58.5714285714286;74.2
04.12.05;155;137.666666666667;;;148.25;148.75;127.75;151.5;134.153846153846;113.263157894737;106.923076923077;124;80.5;61.1428571428571;73.8
05.12.05;157.166666666667;138.333333333333;;;148;151;127.333333333333;152;133.230769230769;112.894736842105;104.230769230769;124;69;63.7142857142857;73.4
06.12.05;159.333333333333;139;;;147.352941176471;153.25;126.916666666667;153.5;132.307692307692;112.526315789474;101.538461538462;123.625;66;66.2857142857143;73
07.12.05;161.5;139.666666666667;157;;146.705882352941;155.5;126.5;155;131.384615384615;112.157894736842;98.8461538461539;123.25;63;68.8571428571429;73.8888888888889
08.12.05;163.666666666667;140.333333333333;154.904761904762;;146.058823529412;157.75;126.083333333333;156.5;130.461538461538;111.789473684211;96.1538461538462;122.875;60;71.4285714285714;74.7777777777778
09.12.05;165.833333333333;141;152.809523809524;;145.411764705882;160;125.666666666667;158;129.538461538462;111.421052631579;93.4615384615385;122.5;57;74;75.6666666666667
10.12.05;168;145.666666666667;150.714285714286;;144.764705882353;162.25;125.25;159.5;128.615384615385;111.052631578947;90.7692307692308;122.125;54;73.1666666666667;76.5555555555556
11.12.05;166.857142857143;150.333333333333;148.619047619048;;144.117647058824;164.5;124.833333333333;161;127.692307692308;110.684210526316;88.0769230769231;121.75;51;72.3333333333333;77.4444444444444
12.12.05;165.714285714286;155;146.52380952381;;143.470588235294;166.75;124.416666666667;161.833333333333;126.769230769231;110.315789473684;85.3846153846154;121.375;48;71.5;78.3333333333333
13.12.05;164.571428571429;159.666666666667;144.428571428571;;142.823529411765;169;124;162.666666666667;125.846153846154;109.947368421053;82.6923076923077;121;56.3333333333333;70.6666666666667;79.2222222222222
14.12.05;163.428571428571;164.333333333333;142.333333333333;;142.176470588235;169.176470588235;124.307692307692;163.5;124.923076923077;109.578947368421;80;120.166666666667;64.6666666666667;69.8333333333333;80.1111111111111
15.12.05;162.285714285714;169;140.238095238095;;141.529411764706;169.352941176471;124.615384615385;164.333333333333;124;109.210526315789;82.125;119.333333333333;73;69;81
16.12.05;161.142857142857;169.1;138.142857142857;;140.882352941176;169.529411764706;124.923076923077;165.166666666667;124.25;108.842105263158;84.25;118.5;81.3333333333333;69.8461538461538;83.0909090909091
17.12.05;160;169.2;136.047619047619;;140.235294117647;169.705882352941;125.230769230769;166;124.5;108.473684210526;86.375;117.666666666667;89.6666666666667;70.6923076923077;85.1818181818182
18.12.05;158.857142857143;169.3;133.952380952381;;139.588235294118;169.882352941176;125.538461538462;163.125;124.75;108.105263157895;88.5;116.833333333333;98;71.5384615384615;87.2727272727273
19.12.05;157.714285714286;169.4;131.857142857143;;138.941176470588;170.058823529412;125.846153846154;160.25;125;107.736842105263;90.625;116;88.5714285714286;72.3846153846154;89.3636363636364
20.12.05;156.571428571429;169.5;129.761904761905;;138.294117647059;170.235294117647;126.153846153846;157.375;125.25;107.368421052632;92.75;110;79.1428571428571;73.2307692307692;91.4545454545455
21.12.05;155.428571428571;169.6;127.666666666667;;137.647058823529;170.411764705882;126.461538461538;154.5;125.5;107;94.875;104;69.7142857142857;74.0769230769231;93.5454545454545
22.12.05;154.285714285714;169.7;125.571428571429;;137;170.588235294118;126.769230769231;151.625;125.75;107;97;98;60.2857142857143;74.9230769230769;95.6363636363636
23.12.05;153.142857142857;169.8;123.47619047619;;136.846153846154;170.764705882353;127.076923076923;148.75;126;107;97;92;50.8571428571428;75.7692307692308;97.7272727272727
24.12.05;152;169.9;121.380952380952;;136.692307692308;170.941176470588;127.384615384615;145.875;126.761904761905;107;97;86;41.4285714285714;76.6153846153846;99.8181818181818
25.12.05;152.2;170;119.285714285714;;136.538461538462;171.117647058824;127.692307692308;143;127.52380952381;107;97;80;32;77.4615384615385;101.909090909091
26.12.05;152.4;167.2;117.190476190476;;136.384615384615;171.294117647059;128;143.105263157895;128.285714285714;107;97;74;34.4;78.3076923076923;104
27.12.05;152.6;164.4;115.095238095238;;136.230769230769;171.470588235294;129.071428571429;143.210526315789;129.047619047619;107;97;68;36.8;79.1538461538462;103.352941176471
28.12.05;152.8;161.6;113;;136.076923076923;171.647058823529;130.142857142857;143.315789473684;129.809523809524;107;97;69.8571428571429;39.2;80;102.705882352941
29.12.05;153;158.8;112.294117647059;;135.923076923077;171.823529411765;131.214285714286;143.421052631579;130.571428571429;107;96.6153846153846;71.7142857142857;41.6;79.5555555555556;102.058823529412
30.12.05;153.538461538462;156;111.588235294118;;135.769230769231;172;132.285714285714;143.526315789474;131.333333333333;107;96.2307692307692;73.5714285714286;44;79.1111111111111;101.411764705882
31.12.05;154.076923076923;154.583333333333;110.882352941176;;135.615384615385;170.083333333333;133.357142857143;143.631578947368;132.095238095238;107;95.8461538461538;75.4285714285714;46.4;78.6666666666667;100.764705882353
01.01.06;154.615384615385;153.166666666667;110.176470588235;;135.461538461538;168.166666666667;134.428571428571;143.736842105263;132.857142857143;107;95.4615384615385;77.2857142857143;48.8;78.2222222222222;100.117647058824
02.01.06;155.153846153846;151.75;109.470588235294;;135.307692307692;166.25;135.5;143.842105263158;133.619047619048;107;95.0769230769231;79.1428571428572;51.2;77.7777777777778;99.4705882352941
