01.12.05;;0.4;0.3;0.5;;;;;;;;;;;;;;;;
02.12.05;;0.409090909090909;0.3;0.48;;;;;;;;;;;;;;;;
03.12.05;;0.418181818181818;0.3;0.46;;;;;;;;;;;;;;;;
04.12.05;;0.427272727272727;0.283333333333333;0.44;;;;;;;;;;;;;;;;
05.12.05;;0.436363636363636;0.266666666666667;0.42;;;;;;;;;;;;;;;;
06.12.05;;0.445454545454546;0.25;0.4;;;;;;;;;;;;;;;;
07.12.05;;0.454545454545455;0.233333333333333;0.395238095238095;;;;;;;;;;;;;;;;
08.12.05;;0.463636363636364;0.216666666666666;0.390476190476191;;;;;;;;;;;;;;;;
09.12.05;;0.472727272727273;0.2;0.385714285714286;;;;;;;;;;;;;;;;
10.12.05;;0.481818181818182;0.2;0.380952380952381;;;;;;;;;;;;;;;;
11.12.05;;0.490909090909091;0.2;0.376190476190476;;;;;;;;;;;;;;;;
12.12.05;;0.5;0.2;0.371428571428571;;;;;;;;;;;;;;;;
13.12.05;;0.45;0.2;0.366666666666667;;;;;;;;;;;;;;;;
14.12.05;;0.4;0.2;0.361904761904762;;;;;;;;;;;;;;;;
15.12.05;;0.35;0.2;0.357142857142857;;;;;;;;;;;;;;;;
16.12.05;;0.3;0.2;0.352380952380952;;;;;;;;;;;;;;;;
17.12.05;;0.25;0.2;0.347619047619048;;;;;;;;;;;;;;;;
18.12.05;;0.2;0.2;0.342857142857143;;;;;;;;;;;;;;;;
19.12.05;;0.214285714285714;0.2;0.338095238095238;;;;;;;;;;;;;;;;
20.12.05;;0.228571428571429;0.2;0.333333333333333;;;;;;;;;;;;;;;;
21.12.05;;0.242857142857143;0.2;0.328571428571429;;;;;;;;;;;;;;;;
22.12.05;;0.257142857142857;0.2;0.323809523809524;;;;;;;;;;;;;;;;
23.12.05;;0.271428571428571;0.2;0.319047619047619;;;;;;;;;;;;;;;;
24.12.05;;0.285714285714286;0.2;0.314285714285714;;;;;;;;;;;;;;;;
25.12.05;;0.3;0.2;0.30952380952381;;;;;;;;;;;;;;;;
26.12.05;;0.3;0.2;0.304761904761905;;;;;;;;;;;;;;;;
27.12.05;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
28.12.05;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
29.12.05;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
30.12.05;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
31.12.05;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
01.01.06;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
02.01.06;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
03.01.06;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
04.01.06;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
05.01.06;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
06.01.06;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
07.01.06;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
08.01.06;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
09.01.06;;0.3;0.2;0.3;;;;;;;;;;;;;;;;
10.01.06;;0.283333333333333;0.2;0.3;;;;;;;;;;;;;;;;
