01.12.05;;37;32;45;;;;;;;;
02.12.05;;36;30;45.4285714285714;;;;;;;;
03.12.05;;35;29;45.8571428571429;;;;;;;;
04.12.05;;34;33.8333333333333;46.2857142857143;;;;;;;;
05.12.05;;33;38.6666666666667;46.7142857142857;;;;;;;;
06.12.05;;32.7142857142857;43.5;47.1428571428571;;;;;;;;
07.12.05;;32.4285714285714;48.3333333333333;47.5714285714286;;;;;;;;
08.12.05;;32.1428571428571;53.1666666666667;48;;;;;;;;
09.12.05;;31.8571428571429;58;47.5789473684211;;;;;;;;
10.12.05;;31.5714285714286;56.375;47.1578947368421;;;;;;;;
11.12.05;;31.2857142857143;54.75;46.7368421052632;;;;;;;;
12.12.05;;31;53.125;46.3157894736842;;;;;;;;
13.12.05;;32.1666666666667;51.5;45.8947368421053;;;;;;;;
14.12.05;;33.3333333333333;49.875;45.4736842105263;;;;;;;;
15.12.05;;34.5;48.25;45.0526315789474;;;;;;;;
16.12.05;;35.6666666666667;46.625;44.6315789473684;;;;;;;;
17.12.05;;36.8333333333334;45;44.2105263157895;;;;;;;;
18.12.05;;38;44.4285714285714;43.7894736842105;;;;;;;;
19.12.05;;37.4285714285714;43.8571428571429;43.3684210526316;;;;;;;;
20.12.05;;36.8571428571429;43.2857142857143;42.9473684210526;;;;;;;;
21.12.05;;36.2857142857143;42.7142857142857;42.5263157894737;;;;;;;;
22.12.05;;35.7142857142857;42.1428571428571;42.1052631578947;;;;;;;;
23.12.05;;35.1428571428571;41.5714285714286;41.6842105263158;;;;;;;;
24.12.05;;34.5714285714286;41;41.2631578947369;;;;;;;;
25.12.05;;34;40.4285714285714;40.8421052631579;;;;;;;;
26.12.05;;34.2;39.8571428571429;40.421052631579;;;;;;;;
27.12.05;;34.4;39.2857142857143;40;;;;;;;;
28.12.05;;34.6;38.7142857142857;40.3571428571429;;;;;;;;
29.12.05;;34.8;38.1428571428571;40.7142857142857;;;;;;;;
30.12.05;;35;37.5714285714286;41.0714285714286;;;;;;;;
31.12.05;;35.2;37;41.4285714285714;;;;;;;;
01.01.06;;35.4;36.4285714285714;41.7857142857143;;;;;;;;
02.01.06;;35.6;35.8571428571429;42.1428571428571;;;;;;;;
03.01.06;;35.8;35.2857142857143;42.5;;;;;;;;
04.01.06;;36;34.7142857142857;42.8571428571429;;;;;;;;
05.01.06;;36.2;34.1428571428571;43.2142857142857;;;;;;;;
06.01.06;;36.4;33.5714285714286;43.5714285714286;;;;;;;;
07.01.06;;36.6;33;43.9285714285714;;;;;;;;
08.01.06;;36.8;32.4285714285714;44.2857142857143;;;;;;;;
09.01.06;;37;31.8571428571429;44.6428571428571;;;;;;;;
